,title,rental_duration,rental_rate,length,replacement_cost,rating,category,amount,active,rental_month,rental_day,rental_hour,return_month,return_day,return_hour,rental_duration_days,customer_name
12732,Brotherhood Blanket,3,0.99,73,26.99,R,Documentary,4.99,1,7,6,4,7,13,8,7,Tiffany Jordan
12733,Jericho Mulan,3,2.99,171,29.99,NC-17,Games,2.99,1,7,7,17,7,8,21,1,Tiffany Jordan
12734,Wife Turn,3,4.99,183,27.99,NC-17,Documentary,4.99,1,7,8,17,7,11,14,2,Tiffany Jordan
12735,Moonshine Cabin,4,4.99,171,25.99,PG-13,Games,4.99,1,7,11,10,7,14,8,2,Tiffany Jordan
12736,Packer Madigan,3,0.99,84,20.99,PG-13,Animation,0.99,1,7,27,19,7,30,0,2,Tiffany Jordan
12737,Highball Potter,6,0.99,110,10.99,R,Foreign,0.99,1,7,27,21,7,30,0,2,Tiffany Jordan
12738,Prix Undefeated,4,2.99,115,13.99,R,Family,2.99,1,7,27,22,7,28,23,1,Tiffany Jordan
12739,Anaconda Confessions,3,0.99,92,9.99,R,Animation,1.99,1,7,5,23,7,9,17,3,Carmen Owens
12740,Shining Roses,4,0.99,125,12.99,G,Travel,3.99,1,7,6,2,7,13,4,7,Carmen Owens
12741,Strangers Graffiti,4,4.99,119,22.99,R,Horror,9.99,1,7,6,22,7,15,1,8,Carmen Owens
12742,Trip Newton,7,4.99,64,14.99,PG-13,Action,4.99,1,7,7,14,7,10,9,2,Carmen Owens
12743,Women Dorado,4,0.99,126,23.99,R,Action,0.99,1,7,7,15,7,11,13,3,Carmen Owens
12744,Encino Elf,6,0.99,143,9.99,G,Games,2.99,1,7,12,21,7,20,23,8,Carmen Owens
12745,Excitement Eve,3,0.99,51,20.99,G,Action,0.99,1,7,29,10,7,30,5,0,Carmen Owens
12746,Lawrence Love,7,0.99,175,23.99,NC-17,Action,0.99,1,7,31,15,8,1,10,0,Carmen Owens
12747,Warlock Werewolf,6,2.99,83,10.99,G,Children,2.99,1,7,31,18,8,1,18,0,Carmen Owens
12748,Snatch Slipper,6,4.99,110,15.99,PG,Comedy,4.99,1,7,9,17,7,14,16,4,Rosa Reynolds
12749,Vanished Garden,5,0.99,142,17.99,R,New,2.99,1,7,9,19,7,16,18,6,Rosa Reynolds
12750,Island Exorcist,7,2.99,84,23.99,NC-17,Classics,2.99,1,7,12,5,7,19,4,6,Rosa Reynolds
12751,Galaxy Sweethearts,4,4.99,128,13.99,R,Classics,4.99,1,7,28,3,7,29,21,1,Rosa Reynolds
12752,Sensibility Rear,7,4.99,98,15.99,PG,Family,4.99,1,7,28,6,7,30,1,1,Rosa Reynolds
12753,Fugitive Maguire,7,4.99,83,28.99,R,Travel,4.99,1,7,30,13,8,5,17,6,Rosa Reynolds
12754,Secretary Rouge,5,4.99,158,10.99,PG,Sports,6.99,1,7,30,17,8,6,22,7,Rosa Reynolds
12755,Cincinatti Whisperer,5,4.99,143,26.99,NC-17,Sci-Fi,4.99,1,7,31,3,8,5,8,5,Rosa Reynolds
12756,Arizona Bang,3,2.99,121,28.99,PG,Classics,5.99,1,7,31,11,8,6,10,5,Rosa Reynolds
12757,Stone Fire,3,0.99,94,19.99,G,Travel,3.99,1,7,31,14,8,6,11,5,Rosa Reynolds
12758,Snatchers Montezuma,4,2.99,74,14.99,PG-13,Classics,2.99,1,7,31,18,8,1,18,0,Rosa Reynolds
12759,Tourist Pelican,4,4.99,152,18.99,PG-13,Sports,5.99,1,7,6,7,7,11,7,4,Cindy Fisher
12760,Alien Center,5,2.99,46,10.99,NC-17,Foreign,2.99,1,7,7,18,7,8,21,1,Cindy Fisher
12761,Manchurian Curtain,5,2.99,177,27.99,PG,Family,2.99,1,7,9,10,7,14,8,4,Cindy Fisher
12762,Taxi Kick,4,0.99,64,23.99,PG-13,Music,2.99,1,7,9,16,7,15,12,5,Cindy Fisher
12763,Samurai Lion,5,2.99,110,21.99,G,New,4.99,1,7,10,7,7,17,8,7,Cindy Fisher
12764,Bingo Talented,5,2.99,150,22.99,PG-13,Sci-Fi,5.99,1,7,10,13,7,18,7,7,Cindy Fisher
12765,Reunion Witches,3,0.99,63,26.99,R,Drama,0.99,1,7,11,2,7,11,23,0,Cindy Fisher
12766,Mourning Purple,5,0.99,146,14.99,PG,Sci-Fi,0.99,1,7,12,18,7,15,17,2,Cindy Fisher
12767,President Bang,6,4.99,144,12.99,PG,Family,5.99,1,7,27,18,8,3,19,7,Cindy Fisher
12768,Chicken Hellfighters,3,0.99,122,24.99,PG,Documentary,2.99,1,7,27,23,8,1,17,4,Cindy Fisher
12769,Magnificent Chitty,3,2.99,53,27.99,R,Classics,6.99,1,7,30,13,8,6,13,7,Cindy Fisher
12770,Pity Bound,5,4.99,60,19.99,NC-17,Drama,4.99,1,8,1,0,8,4,19,3,Cindy Fisher
12771,Holes Brannigan,7,4.99,128,27.99,PG,Sports,4.99,1,7,5,23,7,11,0,5,Grace Ellis
12772,Artist Coldblooded,5,2.99,170,10.99,NC-17,Sports,2.99,1,7,6,20,7,11,23,5,Grace Ellis
12773,Strangelove Desire,4,0.99,103,27.99,NC-17,Children,0.99,1,7,7,2,7,8,0,0,Grace Ellis
12774,Alamo Videotape,6,0.99,126,16.99,G,Foreign,0.99,1,7,9,20,7,14,0,4,Grace Ellis
12775,Details Packer,4,4.99,88,17.99,R,Games,4.99,1,7,10,5,7,12,5,1,Grace Ellis
12776,Greek Everyone,7,2.99,176,11.99,PG,Foreign,2.99,1,7,10,5,7,12,0,1,Grace Ellis
12777,Atlantis Cause,6,2.99,170,15.99,G,Family,2.99,1,7,11,11,7,15,9,3,Grace Ellis
12778,Flamingos Connecticut,4,4.99,80,28.99,PG-13,New,4.99,1,7,12,14,7,14,11,1,Grace Ellis
12779,Robbers Joon,7,2.99,102,26.99,PG-13,Children,2.99,1,7,27,13,7,28,7,0,Grace Ellis
12780,Crossroads Casualties,5,2.99,153,20.99,G,Animation,2.99,1,7,27,18,7,29,20,2,Grace Ellis
12781,Diary Panic,7,2.99,107,20.99,G,Drama,2.99,1,7,27,22,7,30,3,2,Grace Ellis
12782,Matrix Snowman,6,4.99,56,9.99,PG-13,Foreign,5.99,1,7,28,12,8,4,16,7,Grace Ellis
12783,Coma Head,6,4.99,109,10.99,NC-17,Travel,4.99,1,7,29,9,8,2,6,3,Grace Ellis
12784,Maiden Home,3,4.99,138,9.99,PG,New,10.99,1,7,29,12,8,7,8,8,Grace Ellis
12785,Truman Crazy,7,4.99,92,9.99,G,Action,4.99,1,7,31,8,8,4,2,3,Grace Ellis
12786,Pirates Roxanne,4,0.99,100,20.99,PG,Sports,0.99,1,7,6,2,7,9,4,3,Wendy Harrison
12787,Gun Bonnie,7,0.99,100,27.99,G,Games,0.99,1,7,6,6,7,13,8,7,Wendy Harrison
12788,Moulin Wake,4,0.99,79,20.99,PG-13,Travel,1.99,1,7,8,16,7,13,18,5,Wendy Harrison
12789,Seattle Expecations,4,4.99,110,18.99,PG-13,Drama,4.99,1,7,9,13,7,12,11,2,Wendy Harrison
12790,Modern Dorado,3,0.99,74,20.99,PG,Documentary,2.99,1,7,11,5,7,16,9,5,Wendy Harrison
12791,Westward Seabiscuit,7,0.99,52,11.99,NC-17,Classics,2.99,1,7,11,7,7,20,11,9,Wendy Harrison
12792,Disciple Mother,3,0.99,141,17.99,PG,Travel,0.99,1,7,11,21,7,13,23,2,Wendy Harrison
12793,Chance Resurrection,3,2.99,70,22.99,R,Sports,5.99,1,7,12,6,7,18,3,5,Wendy Harrison
12794,Beauty Grease,5,4.99,175,28.99,G,Drama,6.99,1,7,12,16,7,19,12,6,Wendy Harrison
12795,Splendor Patton,5,0.99,134,20.99,R,Children,1.99,1,7,27,14,8,2,17,6,Wendy Harrison
12796,League Hellfighters,5,4.99,110,25.99,PG-13,Classics,4.99,1,7,27,18,7,30,20,3,Wendy Harrison
12797,Hanover Galaxy,5,4.99,47,21.99,NC-17,Music,4.99,1,7,28,14,7,29,11,0,Wendy Harrison
12798,Trading Pinocchio,6,4.99,170,22.99,PG,Sports,4.99,1,7,29,12,8,2,7,3,Wendy Harrison
12799,Pacific Amistad,3,0.99,144,27.99,G,Documentary,0.99,1,7,31,2,8,2,2,1,Wendy Harrison
12800,Hellfighters Sierra,3,2.99,75,23.99,PG,Foreign,3.99,1,7,31,18,8,4,13,3,Wendy Harrison
12801,Super Wyoming,5,4.99,58,10.99,PG,Family,6.99,1,7,6,19,7,13,19,7,Victoria Gibson
12802,Forrest Sons,4,2.99,63,15.99,R,Action,2.99,1,7,6,21,7,7,19,0,Victoria Gibson
12803,Alamo Videotape,6,0.99,126,16.99,G,Foreign,0.99,1,7,7,2,7,10,1,2,Victoria Gibson
12804,Vampire Whale,4,4.99,126,11.99,NC-17,New,4.99,1,7,8,13,7,12,18,4,Victoria Gibson
12805,Metropolis Coma,4,2.99,64,9.99,PG-13,Sci-Fi,2.99,1,7,9,9,7,10,3,0,Victoria Gibson
12806,Finding Anaconda,4,0.99,156,10.99,R,Family,4.99,1,7,12,5,7,20,6,8,Victoria Gibson
12807,Dynamite Tarzan,4,0.99,141,27.99,PG-13,Classics,0.99,1,7,27,10,7,29,11,2,Victoria Gibson
12808,Lover Truman,3,2.99,75,29.99,G,Classics,5.99,1,7,28,6,8,3,2,5,Victoria Gibson
12809,Meet Chocolate,3,2.99,80,26.99,G,Foreign,6.99,1,7,30,14,8,6,17,7,Victoria Gibson
12810,Gables Metropolis,3,0.99,161,17.99,PG,Family,3.99,1,7,31,2,8,6,21,6,Victoria Gibson
12811,Lose Inch,3,0.99,137,18.99,R,Foreign,5.99,1,7,10,0,7,18,20,8,Edith Mcdonald
12812,Talented Homicide,6,0.99,173,9.99,PG,Sports,0.99,1,7,10,8,7,11,5,0,Edith Mcdonald
12813,Head Stranger,4,4.99,69,28.99,R,Games,9.99,1,7,11,5,7,20,11,9,Edith Mcdonald
12814,Wash Heavenly,7,4.99,161,22.99,R,Foreign,6.99,1,7,12,0,7,21,2,9,Edith Mcdonald
12815,Baked Cleopatra,3,2.99,182,20.99,G,Family,2.99,1,7,29,16,8,1,15,2,Edith Mcdonald
12816,Voyage Legally,6,0.99,78,28.99,PG-13,Classics,0.99,1,7,8,23,7,14,3,5,Kim Cruz
12817,Rouge Squad,3,0.99,118,10.99,NC-17,Games,1.99,1,7,10,16,7,14,22,4,Kim Cruz
12818,Talented Homicide,6,0.99,173,9.99,PG,Sports,0.99,1,7,11,21,7,15,20,3,Kim Cruz
12819,Loverboy Attacks,7,0.99,162,19.99,PG-13,New,1.99,1,7,12,3,7,20,3,8,Kim Cruz
12820,Paradise Sabrina,5,2.99,48,12.99,PG-13,Comedy,2.99,1,7,27,8,7,29,3,1,Kim Cruz
12821,Opus Ice,5,4.99,102,21.99,R,Foreign,4.99,1,7,28,9,8,2,14,5,Kim Cruz
12822,Virginian Pluto,5,0.99,164,22.99,R,Documentary,4.99,1,7,28,13,8,6,14,9,Kim Cruz
12823,Island Exorcist,7,2.99,84,23.99,NC-17,Classics,3.99,1,7,29,3,8,6,8,8,Kim Cruz
12824,Sense Greek,4,4.99,54,23.99,R,Sports,7.99,1,7,29,19,8,5,1,6,Kim Cruz
12825,Human Graffiti,3,2.99,68,22.99,NC-17,Games,4.99,1,7,30,0,8,4,19,5,Kim Cruz
12826,Alamo Videotape,6,0.99,126,16.99,G,Foreign,1.99,1,7,31,19,8,7,16,6,Kim Cruz
12827,Gold River,4,4.99,154,21.99,R,Comedy,8.99,1,7,8,18,7,16,14,7,Sherry Marshall
12828,Bingo Talented,5,2.99,150,22.99,PG-13,Sci-Fi,5.99,1,7,9,9,7,17,11,8,Sherry Marshall
12829,Donnie Alley,4,0.99,125,20.99,NC-17,Animation,0.99,1,7,9,14,7,12,8,2,Sherry Marshall
12830,Fool Mockingbird,3,4.99,158,24.99,PG,Action,7.99,1,7,11,5,7,17,8,6,Sherry Marshall
12831,Streak Ridgemont,7,0.99,132,28.99,PG-13,Documentary,0.99,1,7,11,19,7,17,19,5,Sherry Marshall
12832,Usual Untouchables,5,4.99,128,21.99,PG-13,Foreign,4.99,1,7,28,20,7,30,18,1,Sherry Marshall
12833,Frisco Forrest,6,4.99,51,23.99,PG,Sci-Fi,5.99,1,7,28,22,8,4,19,6,Sherry Marshall
12834,West Lion,4,4.99,159,29.99,G,Drama,4.99,1,7,29,3,8,2,3,3,Sherry Marshall
12835,Money Harold,3,2.99,135,17.99,PG,New,2.99,1,7,30,6,8,2,1,2,Sherry Marshall
12836,Majestic Floats,5,0.99,130,15.99,PG,Documentary,0.99,1,7,31,20,8,4,21,4,Sherry Marshall
12837,Creepers Kane,5,4.99,172,23.99,NC-17,Classics,5.99,1,7,7,0,7,13,21,6,Sylvia Ortiz
12838,Butterfly Chocolat,3,0.99,89,17.99,G,New,3.99,1,7,7,14,7,13,8,5,Sylvia Ortiz
12839,Factory Dragon,4,0.99,144,9.99,PG-13,Travel,0.99,1,7,7,18,7,9,21,2,Sylvia Ortiz
12840,Zorro Ark,3,4.99,50,18.99,NC-17,Comedy,9.99,1,7,8,10,7,16,7,7,Sylvia Ortiz
12841,Wind Phantom,6,0.99,111,12.99,R,Games,1.99,1,7,8,22,7,15,4,6,Sylvia Ortiz
12842,Craft Outfield,6,0.99,64,17.99,NC-17,Drama,1.99,1,7,9,15,7,16,12,6,Sylvia Ortiz
12843,Excitement Eve,3,0.99,51,20.99,G,Action,0.99,1,7,12,3,7,15,0,2,Sylvia Ortiz
12844,Telegraph Voyage,3,4.99,148,20.99,PG,Music,4.99,1,7,27,1,7,30,23,3,Sylvia Ortiz
12845,Notting Speakeasy,7,0.99,48,19.99,PG-13,Drama,0.99,1,7,28,16,7,31,21,3,Sylvia Ortiz
12846,Tracy Cider,3,0.99,142,29.99,G,Animation,1.99,1,7,29,19,8,2,20,4,Sylvia Ortiz
12847,Gables Metropolis,3,0.99,161,17.99,PG,Family,6.99,1,7,30,4,8,8,8,9,Sylvia Ortiz
12848,Valley Packer,3,0.99,73,21.99,G,Comedy,6.99,1,7,31,14,8,9,9,8,Sylvia Ortiz
12849,Minority Kiss,4,0.99,59,16.99,G,Music,0.99,1,7,31,23,8,2,20,1,Sylvia Ortiz
12850,Chainsaw Uptown,6,0.99,114,25.99,PG,Sci-Fi,0.99,1,7,10,8,7,14,4,3,Josephine Gomez
12851,Elephant Trojan,4,4.99,126,24.99,PG-13,Horror,4.99,1,7,12,16,7,13,17,1,Josephine Gomez
12852,Story Side,7,0.99,163,27.99,R,Action,0.99,1,7,27,5,7,29,1,1,Josephine Gomez
12853,Language Cowboy,5,0.99,78,26.99,NC-17,Children,0.99,1,7,27,8,7,30,9,3,Josephine Gomez
12854,Gleaming Jawbreaker,5,2.99,89,25.99,NC-17,Sports,2.99,1,7,27,12,7,30,7,2,Josephine Gomez
12855,Early Home,6,4.99,96,27.99,NC-17,Animation,6.99,1,7,29,5,8,6,23,8,Josephine Gomez
12856,Rugrats Shakespeare,4,0.99,109,16.99,PG-13,Action,1.99,1,7,29,20,8,3,2,4,Josephine Gomez
12857,English Bulworth,3,0.99,51,18.99,PG-13,Sci-Fi,2.99,1,7,30,0,8,4,2,5,Josephine Gomez
12858,Hustler Party,3,4.99,83,22.99,NC-17,Comedy,8.99,1,7,30,4,8,6,4,7,Josephine Gomez
12859,Island Exorcist,7,2.99,84,23.99,NC-17,Classics,2.99,1,7,6,13,7,13,9,6,Thelma Murray
12860,Soldiers Evolution,7,4.99,185,27.99,R,Sci-Fi,4.99,1,7,6,23,7,9,21,2,Thelma Murray
12861,Sting Personal,3,4.99,93,9.99,NC-17,New,7.99,1,7,7,13,7,13,17,6,Thelma Murray
12862,Midsummer Groundhog,3,4.99,48,27.99,G,Documentary,4.99,1,7,8,5,7,9,6,1,Thelma Murray
12863,Disciple Mother,3,0.99,141,17.99,PG,Travel,6.99,1,7,9,12,7,18,16,9,Thelma Murray
12864,Mallrats United,4,0.99,133,25.99,PG,Comedy,0.99,1,7,11,14,7,13,19,2,Thelma Murray
12865,Disciple Mother,3,0.99,141,17.99,PG,Travel,0.99,1,7,11,23,7,14,18,2,Thelma Murray
12866,Soup Wisdom,6,0.99,169,12.99,R,Family,0.99,1,7,12,0,7,13,3,1,Thelma Murray
12867,Orient Closer,3,2.99,118,22.99,R,Drama,7.99,1,7,27,0,8,4,1,8,Thelma Murray
12868,Sinners Atlantis,7,2.99,126,19.99,PG-13,Horror,2.99,1,7,27,11,8,1,8,4,Thelma Murray
12869,Karate Moon,4,0.99,120,21.99,PG-13,Horror,4.99,1,7,28,13,8,5,18,8,Thelma Murray
12870,Reap Unfaithful,6,2.99,136,26.99,PG-13,Horror,2.99,1,7,28,17,7,29,19,1,Thelma Murray
12871,Slipper Fidelity,5,0.99,156,14.99,PG-13,Sports,0.99,1,7,28,21,8,2,22,5,Thelma Murray
12872,Sea Virgin,4,2.99,80,24.99,PG,Drama,5.99,1,7,29,19,8,5,18,6,Thelma Murray
12873,Blindness Gun,6,4.99,103,29.99,PG-13,Sci-Fi,4.99,1,7,31,14,8,5,18,5,Thelma Murray
12874,Brotherhood Blanket,3,0.99,73,26.99,R,Documentary,3.99,1,7,7,23,7,13,22,5,Shannon Freeman
12875,Breakfast Goldfinger,5,4.99,123,18.99,G,New,8.99,1,7,8,18,7,17,15,8,Shannon Freeman
12876,Comancheros Enemy,5,0.99,67,23.99,R,Children,4.99,1,7,27,21,8,5,23,9,Shannon Freeman
12877,Jumping Wrath,4,0.99,74,18.99,NC-17,Children,2.99,1,7,28,4,8,3,1,5,Shannon Freeman
12878,Love Suicides,6,0.99,181,21.99,R,Horror,0.99,1,7,28,6,7,29,9,1,Shannon Freeman
12879,Salute Apollo,4,2.99,73,29.99,R,New,2.99,1,7,28,9,7,30,5,1,Shannon Freeman
12880,Jekyll Frogmen,4,2.99,58,22.99,PG,New,5.99,1,7,28,13,8,4,19,7,Shannon Freeman
12881,Tights Dawn,5,0.99,172,14.99,R,Sports,4.99,1,7,29,16,8,7,20,9,Shannon Freeman
12882,Connecticut Tramp,4,4.99,172,20.99,R,Sci-Fi,4.99,1,7,31,1,8,2,22,2,Shannon Freeman
12883,Vampire Whale,4,4.99,126,11.99,NC-17,New,4.99,1,7,31,19,8,1,14,0,Shannon Freeman
12884,Words Hunter,3,2.99,116,13.99,PG,Music,7.99,0,7,7,18,7,15,18,7,Sheila Wells
12885,Sundance Invasion,5,0.99,92,21.99,NC-17,Children,2.99,0,7,8,12,7,15,6,6,Sheila Wells
12886,Express Lonely,5,2.99,178,23.99,R,Sci-Fi,2.99,0,7,10,3,7,13,6,3,Sheila Wells
12887,Voice Peach,6,0.99,139,22.99,PG-13,New,2.99,0,7,11,23,7,19,17,7,Sheila Wells
12888,Sweethearts Suspects,3,0.99,108,13.99,G,Children,6.99,0,7,27,21,8,5,19,8,Sheila Wells
12889,Seattle Expecations,4,4.99,110,18.99,PG-13,Drama,8.99,0,7,28,3,8,5,6,8,Sheila Wells
12890,Independence Hotel,5,0.99,157,21.99,NC-17,Documentary,0.99,0,7,29,10,8,3,4,4,Sheila Wells
12891,Egg Igby,4,2.99,67,20.99,PG,Documentary,3.99,0,7,31,17,8,5,18,5,Sheila Wells
12892,Expendable Stallion,3,0.99,97,14.99,PG,Documentary,4.99,1,7,6,5,7,13,2,6,Ethel Webb
12893,Worker Tarzan,7,2.99,139,26.99,R,Travel,2.99,1,7,9,10,7,13,15,4,Ethel Webb
12894,Jericho Mulan,3,2.99,171,29.99,NC-17,Games,7.99,1,7,10,1,7,18,22,8,Ethel Webb
12895,Celebrity Horn,7,0.99,110,24.99,PG-13,Action,0.99,1,7,11,3,7,18,5,7,Ethel Webb
12896,Driving Polish,6,4.99,175,21.99,NC-17,Music,6.99,1,7,11,15,7,19,17,8,Ethel Webb
12897,Stagecoach Armageddon,5,4.99,112,25.99,R,Action,4.99,1,7,27,13,7,29,8,1,Ethel Webb
12898,Honey Ties,3,0.99,84,29.99,R,Sports,0.99,1,7,28,10,7,31,7,2,Ethel Webb
12899,Connection Microcosmos,6,0.99,115,25.99,G,Comedy,0.99,1,7,28,12,8,2,12,5,Ethel Webb
12900,Shrunk Divine,6,2.99,139,14.99,R,Action,2.99,1,7,29,5,8,4,1,5,Ethel Webb
12901,Homeward Cider,5,0.99,103,19.99,R,Documentary,2.99,1,7,29,7,8,5,3,6,Ethel Webb
12902,Boiled Dares,7,4.99,102,13.99,PG,Travel,4.99,1,7,29,22,8,4,23,6,Ethel Webb
12903,Mission Zoolander,3,4.99,164,26.99,PG-13,Animation,9.99,1,7,30,9,8,7,8,7,Ethel Webb
12904,Brooklyn Desert,7,4.99,161,21.99,R,Foreign,4.99,1,7,30,23,8,2,2,2,Ethel Webb
12905,Alter Victory,6,0.99,57,27.99,PG-13,Animation,0.99,1,7,31,0,8,2,5,2,Ethel Webb
12906,Untouchables Sunrise,5,2.99,120,11.99,NC-17,Documentary,4.99,1,7,31,8,8,7,7,6,Ethel Webb
12907,Ridgemont Submarine,3,0.99,46,28.99,PG-13,New,2.99,1,7,31,8,8,5,11,5,Ethel Webb
12908,Devil Desire,6,4.99,87,12.99,R,Action,5.99,1,7,6,0,7,13,1,7,Ellen Simpson
12909,Musketeers Wait,7,4.99,73,17.99,PG,Classics,4.99,1,7,6,11,7,9,6,2,Ellen Simpson
12910,Candles Grapes,6,4.99,135,15.99,NC-17,Games,7.99,1,7,6,15,7,15,14,8,Ellen Simpson
12911,Celebrity Horn,7,0.99,110,24.99,PG-13,Action,0.99,1,7,8,11,7,9,7,0,Ellen Simpson
12912,Gentlemen Stage,6,2.99,125,22.99,NC-17,Foreign,2.99,1,7,8,12,7,14,16,6,Ellen Simpson
12913,Boulevard Mob,3,0.99,63,11.99,R,New,0.99,1,7,9,8,7,12,5,2,Ellen Simpson
12914,Fantasy Troopers,6,0.99,58,27.99,PG-13,Action,0.99,1,7,10,18,7,12,18,1,Ellen Simpson
12915,Silence Kane,7,0.99,67,23.99,R,Music,0.99,1,7,12,14,7,13,9,0,Ellen Simpson
12916,Manchurian Curtain,5,2.99,177,27.99,PG,Family,6.99,1,7,12,15,7,21,18,9,Ellen Simpson
12917,Greedy Roots,7,0.99,166,14.99,R,Drama,0.99,1,7,28,13,8,3,19,6,Ellen Simpson
12918,Patriot Roman,6,2.99,65,12.99,PG,Action,2.99,1,7,28,18,8,1,19,4,Ellen Simpson
12919,Chasing Fight,7,4.99,114,21.99,PG,Family,6.99,1,7,30,23,8,8,20,8,Ellen Simpson
12920,Lady Stage,4,4.99,67,14.99,PG,Horror,4.99,1,7,31,18,8,4,22,4,Ellen Simpson
12921,Troopers Metal,3,0.99,115,20.99,R,New,5.99,1,7,8,9,7,16,4,7,Elaine Stevens
12922,Teen Apollo,3,4.99,74,25.99,G,Travel,5.99,1,7,8,17,7,12,16,3,Elaine Stevens
12923,Freaky Pocus,7,2.99,126,16.99,R,Music,2.99,1,7,10,0,7,17,6,7,Elaine Stevens
12924,Blackout Private,7,2.99,85,12.99,PG,Animation,2.99,1,7,11,0,7,15,5,4,Elaine Stevens
12925,Clyde Theory,4,0.99,139,29.99,PG-13,New,4.99,1,7,28,11,8,5,12,8,Elaine Stevens
12926,Madness Attacks,4,0.99,178,14.99,PG-13,Foreign,6.99,1,7,28,23,8,7,4,9,Elaine Stevens
12927,Titanic Boondock,3,4.99,104,18.99,R,Animation,6.99,1,7,31,13,8,5,11,4,Elaine Stevens
12928,Dwarfs Alter,6,2.99,101,13.99,G,Games,2.99,1,8,1,0,8,7,6,6,Elaine Stevens
12929,Silence Kane,7,0.99,67,23.99,R,Music,0.99,1,7,6,12,7,10,6,3,Marjorie Tucker
12930,Suspects Quills,4,2.99,47,22.99,PG,Action,5.99,1,7,6,23,7,13,4,6,Marjorie Tucker
12931,Freaky Pocus,7,2.99,126,16.99,R,Music,2.99,1,7,9,14,7,13,15,4,Marjorie Tucker
12932,Flash Wars,3,4.99,123,21.99,NC-17,New,4.99,1,7,10,7,7,13,5,2,Marjorie Tucker
12933,Searchers Wait,3,2.99,182,22.99,NC-17,Comedy,4.99,1,7,11,1,7,16,6,5,Marjorie Tucker
12934,Illusion Amelie,4,0.99,122,15.99,R,Foreign,2.99,1,7,11,11,7,17,12,6,Marjorie Tucker
12935,Life Twisted,4,2.99,137,9.99,NC-17,Comedy,6.99,1,7,12,1,7,20,3,8,Marjorie Tucker
12936,Motions Details,5,0.99,166,16.99,PG,Horror,2.99,1,7,12,12,7,19,17,7,Marjorie Tucker
12937,Sugar Wonka,3,4.99,114,20.99,PG,Animation,4.99,1,7,27,23,7,29,3,1,Marjorie Tucker
12938,Operation Operation,7,2.99,156,23.99,G,Comedy,2.99,1,7,29,6,8,2,10,4,Marjorie Tucker
12939,Shawshank Bubble,6,4.99,80,20.99,PG,Travel,5.99,1,7,30,13,8,6,13,6,Marjorie Tucker
12940,Glory Tracy,7,2.99,115,13.99,PG-13,Games,2.99,1,7,30,13,8,2,15,3,Marjorie Tucker
12941,Donnie Alley,4,0.99,125,20.99,NC-17,Animation,5.99,1,7,30,21,8,8,18,8,Marjorie Tucker
12942,Barefoot Manchurian,6,2.99,129,15.99,G,Action,2.99,1,7,31,13,8,3,15,3,Marjorie Tucker
12943,Giant Troopers,5,2.99,102,10.99,R,Children,3.99,1,7,31,15,8,6,10,5,Marjorie Tucker
12944,Chainsaw Uptown,6,0.99,114,25.99,PG,Sci-Fi,2.99,1,7,31,18,8,8,17,7,Marjorie Tucker
12945,Pride Alamo,6,0.99,114,20.99,NC-17,Animation,0.99,1,7,6,9,7,11,9,5,Carrie Porter
12946,Forever Candidate,7,2.99,131,28.99,NC-17,Children,4.99,1,7,6,19,7,15,21,9,Carrie Porter
12947,United Pilot,3,0.99,164,27.99,R,Documentary,0.99,1,7,6,21,7,8,17,1,Carrie Porter
12948,Fargo Gandhi,3,2.99,130,28.99,G,Children,2.99,1,7,7,14,7,10,9,2,Carrie Porter
12949,Shootist Superfly,6,0.99,67,22.99,PG-13,Drama,0.99,1,7,8,6,7,10,6,1,Carrie Porter
12950,Party Knock,7,2.99,107,11.99,PG,Comedy,2.99,1,7,8,20,7,10,15,1,Carrie Porter
12951,Westward Seabiscuit,7,0.99,52,11.99,NC-17,Classics,0.99,1,7,9,0,7,16,1,7,Carrie Porter
12952,Silence Kane,7,0.99,67,23.99,R,Music,0.99,1,7,9,7,7,13,11,4,Carrie Porter
12953,Closer Bang,5,4.99,58,12.99,R,Comedy,4.99,1,7,9,17,7,11,16,1,Carrie Porter
12954,Head Stranger,4,4.99,69,28.99,R,Games,4.99,1,7,29,4,7,30,9,1,Carrie Porter
12955,Dinosaur Secretary,7,2.99,63,27.99,R,Family,2.99,1,7,29,4,8,2,7,4,Carrie Porter
12956,Weekend Personal,5,2.99,134,26.99,R,Sci-Fi,4.99,1,7,31,11,8,7,9,6,Carrie Porter
12957,Birds Perdition,5,4.99,61,15.99,G,New,7.99,1,7,31,17,8,8,20,8,Carrie Porter
12958,Bear Graceland,4,2.99,160,20.99,R,Children,7.99,1,7,31,18,8,9,16,8,Carrie Porter
12959,Easy Gladiator,5,4.99,148,12.99,G,Action,5.99,1,7,31,23,8,6,17,5,Carrie Porter
12960,Queen Luke,5,4.99,163,22.99,PG,Drama,4.99,1,7,7,18,7,8,13,0,Charlotte Hunter
12961,Microcosmos Paradise,6,2.99,105,22.99,PG-13,Children,4.99,1,7,8,1,7,16,3,8,Charlotte Hunter
12962,Citizen Shrek,7,0.99,165,18.99,G,Sci-Fi,3.99,1,7,11,20,7,21,0,9,Charlotte Hunter
12963,Musketeers Wait,7,4.99,73,17.99,PG,Classics,4.99,1,7,27,8,7,28,3,0,Charlotte Hunter
